"ngay_mo_phong","sku","ten_san_pham","nhan_hang","nhom_hang","quy_cach","don_vi","gia_vnd","vi_tri_ke","vi_tri_kho","bao_quan","ma_lo","ngay_san_xuat","ngay_nhap","han_su_dung","kho_du_tru","ke_ban","cho_len_ke","dang_tren_xe","cach_ly_hong","cach_ly_het_han"
"2026-09-14","SKU-1368","Mì cay Hàn Quốc Thùng 24 gói","An Gia","Mì, bún, phở & ăn liền","Thùng 24 gói","thùng","170500","B1","KHÔ-08","Kho khô · 15–30°C","SKU-1368-L02","2026-06-21","2026-09-11","2026-12-18","7","6","0","0","0","0"
"2026-09-14","SKU-1368","Mì cay Hàn Quốc Thùng 24 gói","An Gia","Mì, bún, phở & ăn liền","Thùng 24 gói","thùng","170500","B1","KHÔ-08","Kho khô · 15–30°C","SKU-1368-L03","2026-08-02","2026-09-09","2027-01-29","5","0","0","0","0","0"
"2026-09-14","SKU-1369","Mì trộn tương đen Thùng 24 gói","An Gia","Mì, bún, phở & ăn liền","Thùng 24 gói","thùng","171000","B1","KHÔ-08","Kho khô · 15–30°C","SKU-1369-L01","2026-03-20","2026-09-13","2026-09-16","3","3","0","0","0","0"
"2026-09-14","SKU-1369","Mì trộn tương đen Thùng 24 gói","An Gia","Mì, bún, phở & ăn liền","Thùng 24 gói","thùng","171000","B1","KHÔ-08","Kho khô · 15–30°C","SKU-1369-L02","2026-06-21","2026-09-11","2026-12-18","8","2","0","0","0","0"
"2026-09-14","SKU-1369","Mì trộn tương đen Thùng 24 gói","An Gia","Mì, bún, phở & ăn liền","Thùng 24 gói","thùng","171000","B1","KHÔ-08","Kho khô · 15–30°C","SKU-1369-L03","2026-08-02","2026-09-09","2027-01-29","5","0","0","0","0","0"
"2026-09-14","SKU-1370","Mì trứng Thùng 24 gói","An Gia","Mì, bún, phở & ăn liền","Thùng 24 gói","thùng","171500","B1","KHÔ-08","Kho khô · 15–30°C","SKU-1370-L01","2026-05-11","2026-09-13","2026-11-07","3","4","0","0","0","0"
"2026-09-14","SKU-1370","Mì trứng Thùng 24 gói","An Gia","Mì, bún, phở & ăn liền","Thùng 24 gói","thùng","171500","B1","KHÔ-08","Kho khô · 15–30°C","SKU-1370-L02","2026-06-21","2026-09-11","2026-12-18","8","2","0","0","0","0"
"2026-09-14","SKU-1370","Mì trứng Thùng 24 gói","An Gia","Mì, bún, phở & ăn liền","Thùng 24 gói","thùng","171500","B1","KHÔ-08","Kho khô · 15–30°C","SKU-1370-L03","2026-08-02","2026-09-09","2027-01-29","6","0","0","0","0","0"
"2026-09-14","SKU-1371","Phở bò ăn liền Thùng 24 gói","An Gia","Mì, bún, phở & ăn liền","Thùng 24 gói","thùng","171500","B1","KHÔ-08","Kho khô · 15–30°C","SKU-1371-L01","2026-05-11","2026-09-13","2026-11-07","6","11","0","0","0","0"
"2026-09-14","SKU-1371","Phở bò ăn liền Thùng 24 gói","An Gia","Mì, bún, phở & ăn liền","Thùng 24 gói","thùng","171500","B1","KHÔ-08","Kho khô · 15–30°C","SKU-1371-L02","2026-06-21","2026-09-11","2026-12-18","16","7","0","0","0","0"
"2026-09-14","SKU-1371","Phở bò ăn liền Thùng 24 gói","An Gia","Mì, bún, phở & ăn liền","Thùng 24 gói","thùng","171500","B1","KHÔ-08","Kho khô · 15–30°C","SKU-1371-L03","2026-08-02","2026-09-09","2027-01-29","11","0","0","0","0","0"
"2026-09-14","SKU-1372","Phở gà ăn liền Thùng 24 gói","An Gia","Mì, bún, phở & ăn liền","Thùng 24 gói","thùng","172000","B1","KHÔ-08","Kho khô · 15–30°C","SKU-1372-L01","2026-05-11","2026-09-13","2026-11-07","3","5","0","0","0","0"
"2026-09-14","SKU-1372","Phở gà ăn liền Thùng 24 gói","An Gia","Mì, bún, phở & ăn liền","Thùng 24 gói","thùng","172000","B1","KHÔ-08","Kho khô · 15–30°C","SKU-1372-L02","2026-06-21","2026-09-11","2026-12-18","9","3","0","0","0","0"
"2026-09-14","SKU-1372","Phở gà ăn liền Thùng 24 gói","An Gia","Mì, bún, phở & ăn liền","Thùng 24 gói","thùng","172000","B1","KHÔ-08","Kho khô · 15–30°C","SKU-1372-L03","2026-08-02","2026-09-09","2027-01-29","7","0","0","0","0","0"
"2026-09-14","SKU-1373","Bún bò ăn liền Thùng 24 gói","An Gia","Mì, bún, phở & ăn liền","Thùng 24 gói","thùng","170000","B1","KHÔ-08","Kho khô · 15–30°C","SKU-1373-L01","2026-05-11","2026-09-13","2026-11-07","4","6","0","0","0","0"
"2026-09-14","SKU-1373","Bún bò ăn liền Thùng 24 gói","An Gia","Mì, bún, phở & ăn liền","Thùng 24 gói","thùng","170000","B1","KHÔ-08","Kho khô · 15–30°C","SKU-1373-L02","2026-06-21","2026-09-11","2026-12-18","10","3","0","0","0","0"
"2026-09-14","SKU-1373","Bún bò ăn liền Thùng 24 gói","An Gia","Mì, bún, phở & ăn liền","Thùng 24 gói","thùng","170000","B1","KHÔ-08","Kho khô · 15–30°C","SKU-1373-L03","2026-08-02","2026-09-09","2027-01-29","6","0","0","0","0","0"
"2026-09-14","SKU-1374","Hủ tiếu ăn liền Thùng 24 gói","An Gia","Mì, bún, phở & ăn liền","Thùng 24 gói","thùng","170500","B1","KHÔ-08","Kho khô · 15–30°C","SKU-1374-L01","2026-05-11","2026-09-13","2026-11-07","4","6","0","0","0","0"
"2026-09-14","SKU-1374","Hủ tiếu ăn liền Thùng 24 gói","An Gia","Mì, bún, phở & ăn liền","Thùng 24 gói","thùng","170500","B1","KHÔ-08","Kho khô · 15–30°C","SKU-1374-L02","2026-06-21","2026-09-11","2026-12-18","10","4","0","0","0","0"
"2026-09-14","SKU-1374","Hủ tiếu ăn liền Thùng 24 gói","An Gia","Mì, bún, phở & ăn liền","Thùng 24 gói","thùng","170500","B1","KHÔ-08","Kho khô · 15–30°C","SKU-1374-L03","2026-08-02","2026-09-09","2027-01-29","7","0","0","0","0","0"
"2026-09-14","SKU-1375","Miến gà Thùng 24 gói","An Gia","Mì, bún, phở & ăn liền","Thùng 24 gói","thùng","170500","B1","KHÔ-08","Kho khô · 15–30°C","SKU-1375-L01","2026-05-11","2026-09-13","2026-11-07","4","7","0","0","0","0"
"2026-09-14","SKU-1375","Miến gà Thùng 24 gói","An Gia","Mì, bún, phở & ăn liền","Thùng 24 gói","thùng","170500","B1","KHÔ-08","Kho khô · 15–30°C","SKU-1375-L02","2026-06-21","2026-09-11","2026-12-18","11","4","0","0","0","0"
"2026-09-14","SKU-1375","Miến gà Thùng 24 gói","An Gia","Mì, bún, phở & ăn liền","Thùng 24 gói","thùng","170500","B1","KHÔ-08","Kho khô · 15–30°C","SKU-1375-L03","2026-08-02","2026-09-09","2027-01-29","7","0","0","0","0","0"
"2026-09-14","SKU-1376","Cháo thịt bằm Thùng 24 gói","An Gia","Mì, bún, phở & ăn liền","Thùng 24 gói","thùng","171000","B1","KHÔ-08","Kho khô · 15–30°C","SKU-1376-L01","2026-05-11","2026-09-13","2026-11-07","7","14","0","0","0","0"
"2026-09-14","SKU-1376","Cháo thịt bằm Thùng 24 gói","An Gia","Mì, bún, phở & ăn liền","Thùng 24 gói","thùng","171000","B1","KHÔ-08","Kho khô · 15–30°C","SKU-1376-L02","2026-06-21","2026-09-11","2026-12-18","19","9","0","0","0","0"
"2026-09-14","SKU-1376","Cháo thịt bằm Thùng 24 gói","An Gia","Mì, bún, phở & ăn liền","Thùng 24 gói","thùng","171000","B1","KHÔ-08","Kho khô · 15–30°C","SKU-1376-L03","2026-08-02","2026-09-09","2027-01-29","12","0","0","0","0","0"
"2026-09-14","SKU-1377","Cháo nấm Thùng 24 gói","An Gia","Mì, bún, phở & ăn liền","Thùng 24 gói","thùng","171500","B1","KHÔ-08","Kho khô · 15–30°C","SKU-1377-L01","2026-05-11","2026-09-13","2026-11-07","4","8","0","0","0","0"
"2026-09-14","SKU-1377","Cháo nấm Thùng 24 gói","An Gia","Mì, bún, phở & ăn liền","Thùng 24 gói","thùng","171500","B1","KHÔ-08","Kho khô · 15–30°C","SKU-1377-L02","2026-06-21","2026-09-11","2026-12-18","12","5","0","0","0","0"
"2026-09-14","SKU-1377","Cháo nấm Thùng 24 gói","An Gia","Mì, bún, phở & ăn liền","Thùng 24 gói","thùng","171500","B1","KHÔ-08","Kho khô · 15–30°C","SKU-1377-L03","2026-08-02","2026-09-09","2027-01-29","8","0","0","0","0","0"
"2026-09-14","SKU-1378","Bánh đa cua Thùng 24 gói","An Gia","Mì, bún, phở & ăn liền","Thùng 24 gói","thùng","171500","B1","KHÔ-08","Kho khô · 15–30°C","SKU-1378-L01","2026-05-11","2026-09-13","2026-11-07","5","9","0","0","0","0"
"2026-09-14","SKU-1378","Bánh đa cua Thùng 24 gói","An Gia","Mì, bún, phở & ăn liền","Thùng 24 gói","thùng","171500","B1","KHÔ-08","Kho khô · 15–30°C","SKU-1378-L02","2026-06-21","2026-09-11","2026-12-18","12","5","0","0","0","0"
"2026-09-14","SKU-1378","Bánh đa cua Thùng 24 gói","An Gia","Mì, bún, phở & ăn liền","Thùng 24 gói","thùng","171500","B1","KHÔ-08","Kho khô · 15–30°C","SKU-1378-L03","2026-08-02","2026-09-09","2027-01-29","8","0","0","0","0","0"
"2026-09-14","SKU-1379","Nui ăn liền Thùng 24 gói","An Gia","Mì, bún, phở & ăn liền","Thùng 24 gói","thùng","172000","B1","KHÔ-08","Kho khô · 15–30°C","SKU-1379-L01","2026-05-11","2026-09-13","2026-11-07","5","9","0","0","0","0"
"2026-09-14","SKU-1379","Nui ăn liền Thùng 24 gói","An Gia","Mì, bún, phở & ăn liền","Thùng 24 gói","thùng","172000","B1","KHÔ-08","Kho khô · 15–30°C","SKU-1379-L02","2026-06-21","2026-09-11","2026-12-18","13","6","0","0","0","0"
"2026-09-14","SKU-1379","Nui ăn liền Thùng 24 gói","An Gia","Mì, bún, phở & ăn liền","Thùng 24 gói","thùng","172000","B1","KHÔ-08","Kho khô · 15–30°C","SKU-1379-L03","2026-08-02","2026-09-09","2027-01-29","8","0","0","0","0","0"
"2026-09-14","SKU-1380","Mì udon Thùng 24 gói","An Gia","Mì, bún, phở & ăn liền","Thùng 24 gói","thùng","170000","B1","KHÔ-08","Kho khô · 15–30°C","SKU-1380-L01","2026-05-11","2026-09-13","2026-11-07","5","10","0","0","0","0"
"2026-09-14","SKU-1380","Mì udon Thùng 24 gói","An Gia","Mì, bún, phở & ăn liền","Thùng 24 gói","thùng","170000","B1","KHÔ-08","Kho khô · 15–30°C","SKU-1380-L02","2026-06-21","2026-09-11","2026-12-18","13","6","0","0","0","0"
"2026-09-14","SKU-1380","Mì udon Thùng 24 gói","An Gia","Mì, bún, phở & ăn liền","Thùng 24 gói","thùng","170000","B1","KHÔ-08","Kho khô · 15–30°C","SKU-1380-L03","2026-08-02","2026-09-09","2027-01-29","9","0","0","0","0","0"
"2026-09-14","SKU-1381","Mì tôm chua cay 65 g","Lành Việt","Mì, bún, phở & ăn liền","65 g","gói","9000","B1","KHÔ-08","Kho khô · 15–30°C","SKU-1381-L01","2026-05-11","2026-09-13","2026-11-07","8","12","0","0","0","0"
"2026-09-14","SKU-1381","Mì tôm chua cay 65 g","Lành Việt","Mì, bún, phở & ăn liền","65 g","gói","9000","B1","KHÔ-08","Kho khô · 15–30°C","SKU-1381-L02","2026-06-21","2026-09-11","2026-12-18","21","7","0","0","0","0"
"2026-09-14","SKU-1381","Mì tôm chua cay 65 g","Lành Việt","Mì, bún, phở & ăn liền","65 g","gói","9000","B1","KHÔ-08","Kho khô · 15–30°C","SKU-1381-L03","2026-08-02","2026-09-09","2027-01-29","14","0","0","0","0","0"
"2026-09-14","SKU-1382","Mì bò hầm 65 g","Lành Việt","Mì, bún, phở & ăn liền","65 g","gói","9000","B1","KHÔ-08","Kho khô · 15–30°C","SKU-1382-L01","2026-05-11","2026-09-13","2026-11-07","1","4","0","0","0","0"
"2026-09-14","SKU-1382","Mì bò hầm 65 g","Lành Việt","Mì, bún, phở & ăn liền","65 g","gói","9000","B1","KHÔ-08","Kho khô · 15–30°C","SKU-1382-L02","2026-06-21","2026-09-11","2026-12-18","4","2","0","0","0","0"
"2026-09-14","SKU-1382","Mì bò hầm 65 g","Lành Việt","Mì, bún, phở & ăn liền","65 g","gói","9000","B1","KHÔ-08","Kho khô · 15–30°C","SKU-1382-L03","2026-08-02","2026-09-09","2027-01-29","4","0","0","0","0","0"
"2026-09-14","SKU-1383","Mì gà 65 g","Lành Việt","Mì, bún, phở & ăn liền","65 g","gói","9500","B1","KHÔ-08","Kho khô · 15–30°C","SKU-1383-L01","2026-05-11","2026-09-13","2026-11-07","2","5","0","0","0","0"
"2026-09-14","SKU-1383","Mì gà 65 g","Lành Việt","Mì, bún, phở & ăn liền","65 g","gói","9500","B1","KHÔ-08","Kho khô · 15–30°C","SKU-1383-L02","2026-06-21","2026-09-11","2026-12-18","5","2","0","0","0","0"
"2026-09-14","SKU-1383","Mì gà 65 g","Lành Việt","Mì, bún, phở & ăn liền","65 g","gói","9500","B1","KHÔ-08","Kho khô · 15–30°C","SKU-1383-L03","2026-08-02","2026-09-09","2027-01-29","3","0","0","0","0","0"
"2026-09-14","SKU-1384","Mì sườn 65 g","Lành Việt","Mì, bún, phở & ăn liền","65 g","gói","10000","B1","KHÔ-08","Kho khô · 15–30°C","SKU-1384-L01","2026-05-11","2026-09-13","2026-11-07","2","5","0","0","0","0"
"2026-09-14","SKU-1384","Mì sườn 65 g","Lành Việt","Mì, bún, phở & ăn liền","65 g","gói","10000","B1","KHÔ-08","Kho khô · 15–30°C","SKU-1384-L02","2026-06-21","2026-09-11","2026-12-18","5","3","0","0","0","0"
"2026-09-14","SKU-1384","Mì sườn 65 g","Lành Việt","Mì, bún, phở & ăn liền","65 g","gói","10000","B1","KHÔ-08","Kho khô · 15–30°C","SKU-1384-L03","2026-08-02","2026-09-09","2027-01-29","4","0","0","0","0","0"
"2026-09-14","SKU-1385","Mì xào hải sản 65 g","Lành Việt","Mì, bún, phở & ăn liền","65 g","gói","10000","B1","KHÔ-08","Kho khô · 15–30°C","SKU-1385-L01","2026-05-11","2026-09-13","2026-11-07","2","6","0","0","0","0"
"2026-09-14","SKU-1385","Mì xào hải sản 65 g","Lành Việt","Mì, bún, phở & ăn liền","65 g","gói","10000","B1","KHÔ-08","Kho khô · 15–30°C","SKU-1385-L02","2026-06-21","2026-09-11","2026-12-18","6","3","0","0","0","0"
"2026-09-14","SKU-1385","Mì xào hải sản 65 g","Lành Việt","Mì, bún, phở & ăn liền","65 g","gói","10000","B1","KHÔ-08","Kho khô · 15–30°C","SKU-1385-L03","2026-08-02","2026-09-09","2027-01-29","4","0","0","0","0","0"
"2026-09-14","SKU-1386","Mì xào bò 65 g","Lành Việt","Mì, bún, phở & ăn liền","65 g","gói","10500","B1","KHÔ-08","Kho khô · 15–30°C","SKU-1386-L01","2026-05-11","2026-09-13","2026-11-07","9","15","0","0","0","0"
"2026-09-14","SKU-1386","Mì xào bò 65 g","Lành Việt","Mì, bún, phở & ăn liền","65 g","gói","10500","B1","KHÔ-08","Kho khô · 15–30°C","SKU-1386-L02","2026-06-21","2026-09-11","2026-12-18","24","9","0","0","0","0"
"2026-09-14","SKU-1386","Mì xào bò 65 g","Lành Việt","Mì, bún, phở & ăn liền","65 g","gói","10500","B1","KHÔ-08","Kho khô · 15–30°C","SKU-1386-L03","2026-08-02","2026-09-09","2027-01-29","15","0","0","0","0","0"
"2026-09-14","SKU-1387","Mì rau nấm 65 g","Lành Việt","Mì, bún, phở & ăn liền","65 g","gói","8500","B1","KHÔ-08","Kho khô · 15–30°C","SKU-1387-L01","2026-05-11","2026-09-13","2026-11-07","2","7","0","0","0","0"
"2026-09-14","SKU-1387","Mì rau nấm 65 g","Lành Việt","Mì, bún, phở & ăn liền","65 g","gói","8500","B1","KHÔ-08","Kho khô · 15–30°C","SKU-1387-L02","2026-06-21","2026-09-11","2026-12-18","7","4","0","0","0","0"
"2026-09-14","SKU-1387","Mì rau nấm 65 g","Lành Việt","Mì, bún, phở & ăn liền","65 g","gói","8500","B1","KHÔ-08","Kho khô · 15–30°C","SKU-1387-L03","2026-08-02","2026-09-09","2027-01-29","5","0","0","0","0","0"
"2026-09-14","SKU-1388","Mì cay Hàn Quốc 65 g","Lành Việt","Mì, bún, phở & ăn liền","65 g","gói","9000","B1","KHÔ-08","Kho khô · 15–30°C","SKU-1388-L01","2026-03-20","2026-09-13","2026-09-16","3","8","0","0","0","0"
"2026-09-14","SKU-1388","Mì cay Hàn Quốc 65 g","Lành Việt","Mì, bún, phở & ăn liền","65 g","gói","9000","B1","KHÔ-08","Kho khô · 15–30°C","SKU-1388-L02","2026-06-21","2026-09-11","2026-12-18","7","4","0","0","0","0"
"2026-09-14","SKU-1388","Mì cay Hàn Quốc 65 g","Lành Việt","Mì, bún, phở & ăn liền","65 g","gói","9000","B1","KHÔ-08","Kho khô · 15–30°C","SKU-1388-L03","2026-08-02","2026-09-09","2027-01-29","5","0","0","0","0","0"
"2026-09-14","SKU-1389","Mì trộn tương đen 65 g","Lành Việt","Mì, bún, phở & ăn liền","65 g","gói","9000","B1","KHÔ-08","Kho khô · 15–30°C","SKU-1389-L01","2026-05-11","2026-09-13","2026-11-07","3","8","0","0","0","0"
"2026-09-14","SKU-1389","Mì trộn tương đen 65 g","Lành Việt","Mì, bún, phở & ăn liền","65 g","gói","9000","B1","KHÔ-08","Kho khô · 15–30°C","SKU-1389-L02","2026-06-21","2026-09-11","2026-12-18","8","5","0","0","0","0"
"2026-09-14","SKU-1389","Mì trộn tương đen 65 g","Lành Việt","Mì, bún, phở & ăn liền","65 g","gói","9000","B1","KHÔ-08","Kho khô · 15–30°C","SKU-1389-L03","2026-08-02","2026-09-09","2027-01-29","5","0","0","0","0","0"
"2026-09-14","SKU-1390","Mì trứng 65 g","Lành Việt","Mì, bún, phở & ăn liền","65 g","gói","9500","B1","KHÔ-08","Kho khô · 15–30°C","SKU-1390-L01","2026-05-11","2026-09-13","2026-11-07","3","9","0","0","0","0"
"2026-09-14","SKU-1390","Mì trứng 65 g","Lành Việt","Mì, bún, phở & ăn liền","65 g","gói","9500","B1","KHÔ-08","Kho khô · 15–30°C","SKU-1390-L02","2026-06-21","2026-09-11","2026-12-18","8","5","0","0","0","0"
"2026-09-14","SKU-1390","Mì trứng 65 g","Lành Việt","Mì, bún, phở & ăn liền","65 g","gói","9500","B1","KHÔ-08","Kho khô · 15–30°C","SKU-1390-L03","2026-08-02","2026-09-09","2027-01-29","6","0","0","0","0","0"
"2026-09-14","SKU-1391","Phở bò ăn liền 65 g","Lành Việt","Mì, bún, phở & ăn liền","65 g","gói","10000","B1","KHÔ-08","Kho khô · 15–30°C","SKU-1391-L01","2026-05-11","2026-09-13","2026-11-07","6","12","0","0","0","0"
"2026-09-14","SKU-1391","Phở bò ăn liền 65 g","Lành Việt","Mì, bún, phở & ăn liền","65 g","gói","10000","B1","KHÔ-08","Kho khô · 15–30°C","SKU-1391-L02","2026-06-21","2026-09-11","2026-12-18","16","8","0","0","0","0"
"2026-09-14","SKU-1391","Phở bò ăn liền 65 g","Lành Việt","Mì, bún, phở & ăn liền","65 g","gói","10000","B1","KHÔ-08","Kho khô · 15–30°C","SKU-1391-L03","2026-08-02","2026-09-09","2027-01-29","10","0","0","0","0","0"
"2026-09-14","SKU-1392","Phở gà ăn liền 65 g","Lành Việt","Mì, bún, phở & ăn liền","65 g","gói","10000","B1","KHÔ-08","Kho khô · 15–30°C","SKU-1392-L01","2026-05-11","2026-09-13","2026-11-07","3","10","0","0","0","0"
"2026-09-14","SKU-1392","Phở gà ăn liền 65 g","Lành Việt","Mì, bún, phở & ăn liền","65 g","gói","10000","B1","KHÔ-08","Kho khô · 15–30°C","SKU-1392-L02","2026-06-21","2026-09-11","2026-12-18","9","6","0","0","0","0"
"2026-09-14","SKU-1392","Phở gà ăn liền 65 g","Lành Việt","Mì, bún, phở & ăn liền","65 g","gói","10000","B1","KHÔ-08","Kho khô · 15–30°C","SKU-1392-L03","2026-08-02","2026-09-09","2027-01-29","7","0","0","0","0","0"
"2026-09-14","SKU-1393","Bún bò ăn liền 65 g","Lành Việt","Mì, bún, phở & ăn liền","65 g","gói","10500","B1","KHÔ-08","Kho khô · 15–30°C","SKU-1393-L01","2026-05-11","2026-09-13","2026-11-07","4","3","0","0","0","0"
"2026-09-14","SKU-1393","Bún bò ăn liền 65 g","Lành Việt","Mì, bún, phở & ăn liền","65 g","gói","10500","B1","KHÔ-08","Kho khô · 15–30°C","SKU-1393-L02","2026-06-21","2026-09-11","2026-12-18","10","2","0","0","0","0"
"2026-09-14","SKU-1393","Bún bò ăn liền 65 g","Lành Việt","Mì, bún, phở & ăn liền","65 g","gói","10500","B1","KHÔ-08","Kho khô · 15–30°C","SKU-1393-L03","2026-08-02","2026-09-09","2027-01-29","6","0","0","0","0","0"
"2026-09-14","SKU-1394","Hủ tiếu ăn liền 65 g","Lành Việt","Mì, bún, phở & ăn liền","65 g","gói","8500","B1","KHÔ-08","Kho khô · 15–30°C","SKU-1394-L01","2026-05-11","2026-09-13","2026-11-07","4","4","0","0","0","0"
"2026-09-14","SKU-1394","Hủ tiếu ăn liền 65 g","Lành Việt","Mì, bún, phở & ăn liền","65 g","gói","8500","B1","KHÔ-08","Kho khô · 15–30°C","SKU-1394-L02","2026-06-21","2026-09-11","2026-12-18","10","2","0","0","0","0"
"2026-09-14","SKU-1394","Hủ tiếu ăn liền 65 g","Lành Việt","Mì, bún, phở & ăn liền","65 g","gói","8500","B1","KHÔ-08","Kho khô · 15–30°C","SKU-1394-L03","2026-08-02","2026-09-09","2027-01-29","7","0","0","0","0","0"
"2026-09-14","SKU-1395","Miến gà 65 g","Lành Việt","Mì, bún, phở & ăn liền","65 g","gói","9000","B1","KHÔ-08","Kho khô · 15–30°C","SKU-1395-L01","2026-05-11","2026-09-13","2026-11-07","4","5","0","0","0","0"
"2026-09-14","SKU-1395","Miến gà 65 g","Lành Việt","Mì, bún, phở & ăn liền","65 g","gói","9000","B1","KHÔ-08","Kho khô · 15–30°C","SKU-1395-L02","2026-06-21","2026-09-11","2026-12-18","11","2","0","0","0","0"
"2026-09-14","SKU-1395","Miến gà 65 g","Lành Việt","Mì, bún, phở & ăn liền","65 g","gói","9000","B1","KHÔ-08","Kho khô · 15–30°C","SKU-1395-L03","2026-08-02","2026-09-09","2027-01-29","7","0","0","0","0","0"
"2026-09-14","SKU-1396","Cháo thịt bằm 65 g","Lành Việt","Mì, bún, phở & ăn liền","65 g","gói","9000","B1","KHÔ-08","Kho khô · 15–30°C","SKU-1396-L01","2026-05-11","2026-09-13","2026-11-07","7","10","0","0","0","0"
"2026-09-14","SKU-1396","Cháo thịt bằm 65 g","Lành Việt","Mì, bún, phở & ăn liền","65 g","gói","9000","B1","KHÔ-08","Kho khô · 15–30°C","SKU-1396-L02","2026-06-21","2026-09-11","2026-12-18","18","6","0","0","0","0"
"2026-09-14","SKU-1396","Cháo thịt bằm 65 g","Lành Việt","Mì, bún, phở & ăn liền","65 g","gói","9000","B1","KHÔ-08","Kho khô · 15–30°C","SKU-1396-L03","2026-08-02","2026-09-09","2027-01-29","12","0","0","0","0","0"
"2026-09-14","SKU-1397","Cháo nấm 65 g","Lành Việt","Mì, bún, phở & ăn liền","65 g","gói","9500","B1","KHÔ-08","Kho khô · 15–30°C","SKU-1397-L01","2026-05-11","2026-09-13","2026-11-07","4","6","0","0","0","0"
"2026-09-14","SKU-1397","Cháo nấm 65 g","Lành Việt","Mì, bún, phở & ăn liền","65 g","gói","9500","B1","KHÔ-08","Kho khô · 15–30°C","SKU-1397-L02","2026-06-21","2026-09-11","2026-12-18","12","3","0","0","0","0"
"2026-09-14","SKU-1397","Cháo nấm 65 g","Lành Việt","Mì, bún, phở & ăn liền","65 g","gói","9500","B1","KHÔ-08","Kho khô · 15–30°C","SKU-1397-L03","2026-08-02","2026-09-09","2027-01-29","8","0","0","0","0","0"
"2026-09-14","SKU-1398","Bánh đa cua 65 g","Lành Việt","Mì, bún, phở & ăn liền","65 g","gói","10000","B1","KHÔ-08","Kho khô · 15–30°C","SKU-1398-L01","2026-05-11","2026-09-13","2026-11-07","5","6","0","0","0","0"
"2026-09-14","SKU-1398","Bánh đa cua 65 g","Lành Việt","Mì, bún, phở & ăn liền","65 g","gói","10000","B1","KHÔ-08","Kho khô · 15–30°C","SKU-1398-L02","2026-06-21","2026-09-11","2026-12-18","12","4","0","0","0","0"
"2026-09-14","SKU-1398","Bánh đa cua 65 g","Lành Việt","Mì, bún, phở & ăn liền","65 g","gói","10000","B1","KHÔ-08","Kho khô · 15–30°C","SKU-1398-L03","2026-08-02","2026-09-09","2027-01-29","8","0","0","0","0","0"
"2026-09-14","SKU-1399","Nui ăn liền 65 g","Lành Việt","Mì, bún, phở & ăn liền","65 g","gói","10000","B1","KHÔ-08","Kho khô · 15–30°C","SKU-1399-L01","2026-05-11","2026-09-13","2026-11-07","5","7","0","0","0","0"
"2026-09-14","SKU-1399","Nui ăn liền 65 g","Lành Việt","Mì, bún, phở & ăn liền","65 g","gói","10000","B1","KHÔ-08","Kho khô · 15–30°C","SKU-1399-L02","2026-06-21","2026-09-11","2026-12-18","13","4","0","0","0","0"
"2026-09-14","SKU-1399","Nui ăn liền 65 g","Lành Việt","Mì, bún, phở & ăn liền","65 g","gói","10000","B1","KHÔ-08","Kho khô · 15–30°C","SKU-1399-L03","2026-08-02","2026-09-09","2027-01-29","8","0","0","0","0","0"
"2026-09-14","SKU-1400","Mì udon 65 g","Lành Việt","Mì, bún, phở & ăn liền","65 g","gói","10500","B1","KHÔ-08","Kho khô · 15–30°C","SKU-1400-L01","2026-05-11","2026-09-13","2026-11-07","5","8","0","0","0","0"
"2026-09-14","SKU-1400","Mì udon 65 g","Lành Việt","Mì, bún, phở & ăn liền","65 g","gói","10500","B1","KHÔ-08","Kho khô · 15–30°C","SKU-1400-L02","2026-06-21","2026-09-11","2026-12-18","13","4","0","0","0","0"
"2026-09-14","SKU-1400","Mì udon 65 g","Lành Việt","Mì, bún, phở & ăn liền","65 g","gói","10500","B1","KHÔ-08","Kho khô · 15–30°C","SKU-1400-L03","2026-08-02","2026-09-09","2027-01-29","9","0","0","0","0","0"
"2026-09-14","SKU-1401","Mì tôm chua cay 80 g","Lành Việt","Mì, bún, phở & ăn liền","80 g","gói","13000","B1","KHÔ-08","Kho khô · 15–30°C","SKU-1401-L01","2026-05-11","2026-09-13","2026-11-07","8","13","0","0","0","0"
"2026-09-14","SKU-1401","Mì tôm chua cay 80 g","Lành Việt","Mì, bún, phở & ăn liền","80 g","gói","13000","B1","KHÔ-08","Kho khô · 15–30°C","SKU-1401-L02","2026-06-21","2026-09-11","2026-12-18","21","8","0","0","0","0"
"2026-09-14","SKU-1401","Mì tôm chua cay 80 g","Lành Việt","Mì, bún, phở & ăn liền","80 g","gói","13000","B1","KHÔ-08","Kho khô · 15–30°C","SKU-1401-L03","2026-08-02","2026-09-09","2027-01-29","13","0","0","0","0","0"
"2026-09-14","SKU-1402","Mì bò hầm 80 g","Lành Việt","Mì, bún, phở & ăn liền","80 g","gói","13500","B1","KHÔ-08","Kho khô · 15–30°C","SKU-1402-L01","2026-05-11","2026-09-13","2026-11-07","1","9","0","0","0","0"
"2026-09-14","SKU-1402","Mì bò hầm 80 g","Lành Việt","Mì, bún, phở & ăn liền","80 g","gói","13500","B1","KHÔ-08","Kho khô · 15–30°C","SKU-1402-L02","2026-06-21","2026-09-11","2026-12-18","4","5","0","0","0","0"
